id;zona;costo_final
PKG339068;NORTE;1315602.75
PKG341200;SUR;1315602.75
PKG343726;CENTRO;1315602.75
PKG346965;OESTE;1315602.75
PKG347959;OESTE;1315602.75
PKG348030;CENTRO;1315602.75
PKG349391;OESTE;1315602.75
PKG351891;OESTE;1315602.75
PKG352392;NORTE;1315602.75
PKG352795;NORTE;1315602.75
PKG354845;OESTE;1315602.75
PKG356593;ESTE;1315602.75
PKG358512;CENTRO;1315602.75
PKG358763;NORTE;1315602.75
PKG359272;SUR;1315602.75
PKG360808;NORTE;1315602.75
PKG361981;OESTE;1315602.75
PKG362823;NORTE;1315602.75
PKG362965;CENTRO;1315602.75
PKG364491;OESTE;1315602.75
PKG366022;SUR;1315602.75
PKG366601;NORTE;1315602.75
PKG367847;NORTE;1315602.75
PKG368285;OESTE;1315602.75
PKG369779;NORTE;1315602.75
PKG370125;NORTE;1315602.75
PKG370656;SUR;1315602.75
PKG374231;CENTRO;1315602.75
PKG375705;ESTE;1315602.75
PKG375706;NORTE;1315602.75
PKG375991;OESTE;1315602.75
PKG376991;NORTE;1315602.75
PKG377339;SUR;1315602.75
PKG377742;SUR;1315602.75
PKG380821;SUR;1315602.75
PKG381489;NORTE;1315602.75
PKG382238;NORTE;1315602.75
PKG383023;NORTE;1315602.75
PKG385719;SUR;1315602.75
PKG389336;ESTE;1315602.75
PKG389638;SUR;1315602.75
PKG391536;SUR;1315602.75
PKG391660;SUR;1315602.75
PKG392256;SUR;1315602.75
PKG392525;ESTE;1315602.75
PKG393746;OESTE;1315602.75
PKG396008;CENTRO;1315602.75
PKG397073;NORTE;1315602.75
PKG397439;NORTE;1315602.75
PKG400060;SUR;1315602.75
PKG404286;NORTE;1315602.75
PKG404670;NORTE;1315602.75
PKG405207;NORTE;1315602.75
PKG405741;ESTE;1315602.75
PKG405948;NORTE;1315602.75
PKG406747;NORTE;1315602.75
PKG406954;SUR;1315602.75
PKG407358;OESTE;1315602.75
PKG408711;CENTRO;1315602.75
PKG409155;NORTE;1315602.75
PKG412139;CENTRO;1315602.75
PKG412706;OESTE;1315602.75
PKG412807;OESTE;1315602.75
PKG413326;SUR;1315602.75
PKG416552;SUR;1315602.75
PKG417173;SUR;1315602.75
PKG417224;SUR;1315602.75
PKG417802;ESTE;1315602.75
PKG418986;NORTE;1315602.75
PKG419240;NORTE;1315602.75
PKG420650;NORTE;1315602.75
PKG421631;NORTE;1315602.75
PKG425417;SUR;1315602.75
PKG426179;OESTE;1315602.75
PKG426230;SUR;1315602.75
PKG426805;SUR;1315602.75
PKG427315;SUR;1315602.75
PKG428089;CENTRO;1315602.75
PKG428902;SUR;1315602.75
PKG429459;SUR;1315602.75
PKG429899;SUR;1315602.75
PKG430969;NORTE;1315602.75
PKG433240;SUR;1315602.75
PKG434970;NORTE;1315602.75
PKG436387;NORTE;1315602.75
PKG440653;SUR;1315602.75
PKG440847;ESTE;1315602.75
PKG440983;ESTE;1315602.75
PKG444768;ESTE;1315602.75
PKG447260;SUR;1315602.75
PKG449025;CENTRO;1315602.75
PKG449925;NORTE;1315602.75
PKG451913;NORTE;1315602.75
PKG453649;ESTE;1315602.75
PKG456155;NORTE;1315602.75
PKG456219;NORTE;1315602.75
PKG456623;ESTE;1315602.75
PKG457843;NORTE;1315602.75
PKG465128;ESTE;1315602.75
PKG467061;NORTE;1315602.75
PKG467362;OESTE;1315602.75
PKG470335;OESTE;1315602.75
PKG470953;NORTE;1315602.75
PKG471247;OESTE;1315602.75
PKG471285;CENTRO;1315602.75
PKG471823;NORTE;1315602.75
PKG472014;NORTE;1315602.75
PKG475936;SUR;1315602.75
PKG476054;NORTE;1315602.75
PKG476497;SUR;1315602.75
PKG477090;NORTE;1315602.75
PKG480364;SUR;1315602.75
PKG484587;SUR;1315602.75
PKG484695;SUR;1315602.75
PKG486857;SUR;1315602.75
PKG487511;NORTE;1315602.75
PKG487555;SUR;1315602.75
PKG487798;CENTRO;1315602.75
PKG489506;OESTE;1315602.75
PKG489762;ESTE;1315602.75
PKG490095;NORTE;1315602.75
PKG491466;CENTRO;1315602.75
PKG492627;ESTE;1315602.75
PKG493322;CENTRO;1315602.75
PKG494021;OESTE;1315602.75
PKG494613;SUR;1315602.75
PKG496066;SUR;1315602.75
PKG496859;ESTE;1315602.75
PKG497590;NORTE;1315602.75
PKG498276;OESTE;1315602.75
PKG498717;NORTE;1315602.75
PKG498750;NORTE;1315602.75
PKG499152;SUR;1315602.75
PKG2061;CENTRO;1313878.5
PKG3905;CENTRO;1313878.5
PKG3965;NORTE;1313878.5
PKG4849;SUR;1313878.5
PKG7085;OESTE;1313878.5
PKG7937;NORTE;1313878.5
PKG8777;NORTE;1313878.5
PKG10405;NORTE;1313878.5
PKG12953;NORTE;1313878.5
PKG15730;SUR;1313878.5
PKG15947;ESTE;1313878.5
PKG16258;OESTE;1313878.5
PKG17528;OESTE;1313878.5
PKG17842;CENTRO;1313878.5
PKG18423;SUR;1313878.5
PKG18484;NORTE;1313878.5
PKG19312;NORTE;1313878.5
PKG19525;NORTE;1313878.5
PKG20726;OESTE;1313878.5
PKG20971;NORTE;1313878.5
PKG21143;SUR;1313878.5
PKG21543;NORTE;1313878.5
PKG23202;NORTE;1313878.5
PKG25390;NORTE;1313878.5
PKG27924;CENTRO;1313878.5
PKG29728;SUR;1313878.5
PKG30407;SUR;1313878.5
PKG30707;ESTE;1313878.5
PKG33293;OESTE;1313878.5
PKG33916;ESTE;1313878.5
PKG36933;CENTRO;1313878.5
PKG38584;CENTRO;1313878.5
PKG39327;OESTE;1313878.5
PKG43099;ESTE;1313878.5
PKG45267;OESTE;1313878.5
PKG46665;SUR;1313878.5
PKG47335;NORTE;1313878.5
PKG48408;OESTE;1313878.5
PKG48409;SUR;1313878.5
PKG50959;OESTE;1313878.5
PKG52408;OESTE;1313878.5
PKG52541;ESTE;1313878.5
PKG54329;SUR;1313878.5
PKG57799;NORTE;1313878.5
PKG58501;NORTE;1313878.5
PKG59072;CENTRO;1313878.5
PKG59089;SUR;1313878.5
PKG61188;SUR;1313878.5
PKG66165;NORTE;1313878.5
PKG70067;OESTE;1313878.5
PKG74499;NORTE;1313878.5
PKG75121;NORTE;1313878.5
PKG75409;SUR;1313878.5
PKG76479;OESTE;1313878.5
PKG76800;OESTE;1313878.5
PKG77877;SUR;1313878.5
PKG78211;CENTRO;1313878.5
PKG78442;CENTRO;1313878.5
PKG78654;SUR;1313878.5
PKG80620;NORTE;1313878.5
PKG80956;ESTE;1313878.5
PKG82021;NORTE;1313878.5
PKG82259;SUR;1313878.5
PKG85370;SUR;1313878.5
PKG89186;SUR;1313878.5
PKG89627;CENTRO;1313878.5
PKG92703;SUR;1313878.5
PKG93092;CENTRO;1313878.5
PKG96578;NORTE;1313878.5
PKG97236;CENTRO;1313878.5
PKG100148;SUR;1313878.5
PKG101259;SUR;1313878.5
PKG101764;NORTE;1313878.5
PKG102279;OESTE;1313878.5
PKG102289;SUR;1313878.5
PKG103413;ESTE;1313878.5
PKG104396;NORTE;1313878.5
PKG104948;ESTE;1313878.5
PKG105526;ESTE;1313878.5
PKG106868;NORTE;1313878.5
PKG107299;CENTRO;1313878.5
PKG107660;SUR;1313878.5
PKG110207;CENTRO;1313878.5
PKG110385;SUR;1313878.5
PKG110947;CENTRO;1313878.5
PKG111355;SUR;1313878.5
PKG113962;SUR;1313878.5
PKG116064;NORTE;1313878.5
PKG116809;CENTRO;1313878.5
PKG117001;SUR;1313878.5
PKG117612;CENTRO;1313878.5
PKG117925;ESTE;1313878.5
PKG118377;NORTE;1313878.5
PKG120387;SUR;1313878.5
PKG120889;ESTE;1313878.5
PKG121418;CENTRO;1313878.5
PKG122792;ESTE;1313878.5
PKG124909;SUR;1313878.5
PKG127197;SUR;1313878.5
PKG127914;OESTE;1313878.5
PKG128130;ESTE;1313878.5
PKG129420;NORTE;1313878.5
PKG132579;SUR;1313878.5
PKG133098;NORTE;1313878.5
PKG133216;NORTE;1313878.5
PKG137313;NORTE;1313878.5
PKG140798;NORTE;1313878.5
PKG143234;SUR;1313878.5
PKG143477;CENTRO;1313878.5
PKG143855;SUR;1313878.5
PKG143934;NORTE;1313878.5
PKG145053;OESTE;1313878.5
PKG145288;OESTE;1313878.5
PKG146716;SUR;1313878.5
PKG148510;CENTRO;1313878.5
PKG149316;NORTE;1313878.5
PKG149997;NORTE;1313878.5
PKG150214;ESTE;1313878.5
PKG150712;SUR;1313878.5
PKG151543;OESTE;1313878.5
PKG153160;ESTE;1313878.5
PKG154041;NORTE;1313878.5
PKG156947;OESTE;1313878.5
PKG158933;SUR;1313878.5
PKG159796;OESTE;1313878.5
PKG162365;CENTRO;1313878.5
PKG162582;SUR;1313878.5
PKG164706;OESTE;1313878.5
PKG167588;ESTE;1313878.5
PKG172191;SUR;1313878.5
PKG172808;OESTE;1313878.5
PKG174815;SUR;1313878.5
PKG174827;SUR;1313878.5
PKG176892;NORTE;1313878.5
PKG177627;SUR;1313878.5
PKG178693;ESTE;1313878.5
PKG179372;CENTRO;1313878.5
PKG180505;SUR;1313878.5
PKG181042;CENTRO;1313878.5
PKG183158;SUR;1313878.5
PKG183327;SUR;1313878.5
PKG186247;SUR;1313878.5
PKG186662;OESTE;1313878.5
PKG186895;SUR;1313878.5
PKG188587;SUR;1313878.5
PKG189723;NORTE;1313878.5
PKG189913;SUR;1313878.5
PKG190002;SUR;1313878.5
PKG196552;CENTRO;1313878.5
PKG197528;OESTE;1313878.5
PKG198015;CENTRO;1313878.5
PKG198788;NORTE;1313878.5
PKG200835;NORTE;1313878.5
PKG202966;SUR;1313878.5
PKG206304;CENTRO;1313878.5
PKG207033;CENTRO;1313878.5
PKG207990;SUR;1313878.5
PKG208343;SUR;1313878.5
PKG209047;SUR;1313878.5
PKG209193;CENTRO;1313878.5
PKG210057;ESTE;1313878.5
PKG211275;ESTE;1313878.5
PKG212519;SUR;1313878.5
PKG213059;SUR;1313878.5
PKG213642;ESTE;1313878.5
PKG215577;CENTRO;1313878.5
PKG216442;OESTE;1313878.5
PKG218459;NORTE;1313878.5
PKG221153;ESTE;1313878.5
PKG221486;NORTE;1313878.5
PKG222208;NORTE;1313878.5
PKG222764;SUR;1313878.5
PKG222954;OESTE;1313878.5
PKG224394;SUR;1313878.5
PKG225957;OESTE;1313878.5
PKG226594;SUR;1313878.5
PKG228993;ESTE;1313878.5
PKG230142;SUR;1313878.5
PKG232072;CENTRO;1313878.5
PKG233240;ESTE;1313878.5
PKG233290;NORTE;1313878.5
PKG234207;CENTRO;1313878.5
PKG234509;SUR;1313878.5
PKG235439;CENTRO;1313878.5
PKG237009;NORTE;1313878.5
PKG239442;OESTE;1313878.5
PKG241045;CENTRO;1313878.5
PKG242289;SUR;1313878.5
PKG244183;SUR;1313878.5
PKG245101;SUR;1313878.5
PKG247951;NORTE;1313878.5
PKG261636;NORTE;1313878.5
PKG262712;SUR;1313878.5
PKG262780;CENTRO;1313878.5
PKG263954;ESTE;1313878.5
PKG264049;NORTE;1313878.5
PKG268852;NORTE;1313878.5
PKG271910;NORTE;1313878.5
PKG272041;OESTE;1313878.5
PKG273105;SUR;1313878.5
PKG273469;SUR;1313878.5
PKG275433;CENTRO;1313878.5
PKG279795;CENTRO;1313878.5
PKG281734;NORTE;1313878.5
PKG283391;CENTRO;1313878.5
PKG283557;NORTE;1313878.5
PKG283673;NORTE;1313878.5
PKG285460;NORTE;1313878.5
PKG288025;SUR;1313878.5
PKG288226;SUR;1313878.5
PKG289372;OESTE;1313878.5
PKG291332;SUR;1313878.5
PKG293331;NORTE;1313878.5
PKG294836;SUR;1313878.5
PKG295988;ESTE;1313878.5
PKG296028;SUR;1313878.5
PKG296086;OESTE;1313878.5
PKG296660;NORTE;1313878.5
PKG297081;CENTRO;1313878.5
PKG297369;NORTE;1313878.5
PKG299993;OESTE;1313878.5
PKG301061;SUR;1313878.5
PKG303855;OESTE;1313878.5
PKG304985;CENTRO;1313878.5
PKG304996;CENTRO;1313878.5
PKG305229;SUR;1313878.5
PKG306294;SUR;1313878.5
PKG306980;NORTE;1313878.5
PKG312090;CENTRO;1313878.5
PKG314264;CENTRO;1313878.5
PKG314908;OESTE;1313878.5
PKG316791;NORTE;1313878.5
PKG318439;SUR;1313878.5
PKG319803;OESTE;1313878.5
PKG320127;NORTE;1313878.5
PKG324392;NORTE;1313878.5
PKG324779;NORTE;1313878.5
PKG326249;SUR;1313878.5
PKG326616;ESTE;1313878.5
PKG326657;NORTE;1313878.5
PKG326802;ESTE;1313878.5
PKG327251;ESTE;1313878.5
PKG328348;OESTE;1313878.5
PKG328368;ESTE;1313878.5
PKG328412;ESTE;1313878.5
PKG328899;ESTE;1313878.5
PKG329065;SUR;1313878.5
PKG330687;NORTE;1313878.5
PKG331381;SUR;1313878.5
PKG334540;OESTE;1313878.5
PKG334818;NORTE;1313878.5
PKG335699;CENTRO;1313878.5
PKG337016;NORTE;1313878.5
PKG338545;OESTE;1313878.5
PKG340521;ESTE;1313878.5
PKG340625;NORTE;1313878.5
PKG341765;OESTE;1313878.5
PKG342845;SUR;1313878.5
PKG345715;NORTE;1313878.5
PKG351773;NORTE;1313878.5
PKG352817;SUR;1313878.5
PKG354205;NORTE;1313878.5
PKG354307;SUR;1313878.5
PKG355312;OESTE;1313878.5
PKG356411;SUR;1313878.5
PKG357522;SUR;1313878.5
PKG357606;NORTE;1313878.5
PKG357741;ESTE;1313878.5
PKG358676;NORTE;1313878.5
PKG358849;CENTRO;1313878.5
PKG362069;SUR;1313878.5
PKG367356;CENTRO;1313878.5
PKG369657;OESTE;1313878.5
PKG372027;NORTE;1313878.5
PKG372938;SUR;1313878.5
PKG376147;SUR;1313878.5
PKG376464;NORTE;1313878.5
PKG378316;CENTRO;1313878.5
PKG378655;SUR;1313878.5
PKG386134;CENTRO;1313878.5
PKG387568;SUR;1313878.5
PKG390637;SUR;1313878.5
PKG393700;NORTE;1313878.5
PKG393763;ESTE;1313878.5
PKG394216;SUR;1313878.5
PKG394307;SUR;1313878.5
PKG394411;NORTE;1313878.5
PKG395545;SUR;1313878.5
PKG396743;SUR;1313878.5
PKG397067;SUR;1313878.5
PKG398405;NORTE;1313878.5
PKG398699;ESTE;1313878.5
PKG399721;ESTE;1313878.5
PKG399880;NORTE;1313878.5
PKG401649;SUR;1313878.5
PKG405867;NORTE;1313878.5
PKG406131;SUR;1313878.5
PKG406946;SUR;1313878.5
PKG408067;ESTE;1313878.5
PKG416359;SUR;1313878.5
PKG416564;ESTE;1313878.5
PKG416606;SUR;1313878.5
PKG417376;CENTRO;1313878.5
PKG417661;ESTE;1313878.5
PKG419035;ESTE;1313878.5
PKG420661;NORTE;1313878.5
PKG421012;NORTE;1313878.5
PKG423343;NORTE;1313878.5
PKG423756;CENTRO;1313878.5
PKG426731;NORTE;1313878.5
PKG429058;CENTRO;1313878.5
PKG429447;SUR;1313878.5
PKG429582;CENTRO;1313878.5
PKG430786;ESTE;1313878.5
PKG430997;ESTE;1313878.5
PKG434043;SUR;1313878.5
PKG438391;CENTRO;1313878.5
PKG439371;SUR;1313878.5
PKG440470;OESTE;1313878.5
PKG442820;OESTE;1313878.5
PKG445550;NORTE;1313878.5
PKG447430;SUR;1313878.5
PKG451189;NORTE;1313878.5
PKG451697;NORTE;1313878.5
PKG452809;SUR;1313878.5
PKG453769;SUR;1313878.5
PKG454901;NORTE;1313878.5
PKG455562;SUR;1313878.5
PKG457393;OESTE;1313878.5
PKG457609;NORTE;1313878.5
PKG458023;NORTE;1313878.5
PKG458379;SUR;1313878.5
PKG458875;SUR;1313878.5
PKG459982;SUR;1313878.5
PKG461130;NORTE;1313878.5
PKG461246;NORTE;1313878.5
PKG462639;NORTE;1313878.5
PKG462683;OESTE;1313878.5
PKG465581;ESTE;1313878.5
PKG468275;SUR;1313878.5
PKG468368;SUR;1313878.5
PKG468484;SUR;1313878.5
PKG468522;CENTRO;1313878.5
PKG470940;SUR;1313878.5
PKG471814;OESTE;1313878.5
PKG472345;NORTE;1313878.5
PKG472517;NORTE;1313878.5
PKG474173;NORTE;1313878.5
PKG475511;ESTE;1313878.5
PKG475949;SUR;1313878.5
PKG476396;SUR;1313878.5
PKG476640;CENTRO;1313878.5
PKG478472;CENTRO;1313878.5
PKG479017;CENTRO;1313878.5
PKG480200;CENTRO;1313878.5
PKG481315;CENTRO;1313878.5
PKG483472;ESTE;1313878.5
PKG484142;ESTE;1313878.5
PKG484517;ESTE;1313878.5
PKG489518;NORTE;1313878.5
PKG491349;SUR;1313878.5
PKG492379;OESTE;1313878.5
PKG493834;OESTE;1313878.5
PKG493949;CENTRO;1313878.5
PKG494174;NORTE;1313878.5
PKG497206;OESTE;1313878.5
PKG498907;OESTE;1313878.5
PKG617;ESTE;1312154.25
PKG1376;NORTE;1312154.25
PKG1975;NORTE;1312154.25
PKG2196;OESTE;1312154.25
PKG2858;SUR;1312154.25
PKG3799;ESTE;1312154.25
PKG4514;NORTE;1312154.25
PKG5229;NORTE;1312154.25
PKG6168;CENTRO;1312154.25
PKG6249;SUR;1312154.25
PKG6326;ESTE;1312154.25
PKG6672;CENTRO;1312154.25
PKG7063;SUR;1312154.25
PKG9435;NORTE;1312154.25
PKG12413;ESTE;1312154.25
PKG13158;NORTE;1312154.25
PKG13284;SUR;1312154.25
PKG13574;SUR;1312154.25
PKG13839;CENTRO;1312154.25
PKG15139;CENTRO;1312154.25
PKG15861;OESTE;1312154.25
PKG16542;NORTE;1312154.25
PKG18402;NORTE;1312154.25
PKG19986;ESTE;1312154.25
PKG23139;SUR;1312154.25
PKG23551;ESTE;1312154.25
PKG26847;OESTE;1312154.25
PKG27018;OESTE;1312154.25
PKG28582;SUR;1312154.25
PKG29474;SUR;1312154.25
PKG29539;SUR;1312154.25
PKG29544;NORTE;1312154.25
PKG30165;ESTE;1312154.25
PKG30855;SUR;1312154.25
PKG31511;CENTRO;1312154.25
PKG33179;SUR;1312154.25
PKG37443;OESTE;1312154.25
PKG39883;NORTE;1312154.25
PKG40039;SUR;1312154.25
PKG40435;SUR;1312154.25
PKG45431;SUR;1312154.25
PKG47161;NORTE;1312154.25
PKG48250;SUR;1312154.25
PKG52175;CENTRO;1312154.25
PKG52675;OESTE;1312154.25
PKG52971;SUR;1312154.25
PKG53454;ESTE;1312154.25
PKG54073;SUR;1312154.25
PKG55123;SUR;1312154.25
PKG55905;SUR;1312154.25
PKG58100;NORTE;1312154.25
PKG58917;NORTE;1312154.25
PKG59287;NORTE;1312154.25
PKG61901;OESTE;1312154.25
PKG62343;SUR;1312154.25
PKG62822;NORTE;1312154.25
PKG64849;ESTE;1312154.25
PKG68033;SUR;1312154.25
PKG68272;ESTE;1312154.25
PKG69681;NORTE;1312154.25
PKG70767;NORTE;1312154.25
PKG71112;NORTE;1312154.25
PKG74437;SUR;1312154.25
PKG75995;OESTE;1312154.25
PKG77272;SUR;1312154.25
PKG77286;ESTE;1312154.25
PKG79165;ESTE;1312154.25
PKG79704;NORTE;1312154.25
PKG82784;SUR;1312154.25
PKG82800;SUR;1312154.25
PKG84055;OESTE;1312154.25
PKG85040;SUR;1312154.25
PKG86228;OESTE;1312154.25
PKG92800;ESTE;1312154.25
PKG99646;NORTE;1312154.25
PKG100110;CENTRO;1312154.25
PKG101169;ESTE;1312154.25
PKG102886;OESTE;1312154.25
PKG103080;CENTRO;1312154.25
PKG103737;NORTE;1312154.25
PKG104003;OESTE;1312154.25
PKG104026;SUR;1312154.25
PKG105705;OESTE;1312154.25
PKG107346;NORTE;1312154.25
PKG108084;OESTE;1312154.25
PKG109389;CENTRO;1312154.25
PKG113008;SUR;1312154.25
PKG113454;ESTE;1312154.25
PKG114280;ESTE;1312154.25
PKG115931;NORTE;1312154.25
PKG116417;NORTE;1312154.25
PKG119693;SUR;1312154.25
PKG124021;CENTRO;1312154.25
PKG125824;NORTE;1312154.25
PKG126082;NORTE;1312154.25
PKG129288;ESTE;1312154.25
PKG129628;NORTE;1312154.25
PKG129920;NORTE;1312154.25
PKG130819;SUR;1312154.25
PKG134660;CENTRO;1312154.25
PKG137502;SUR;1312154.25
PKG138712;SUR;1312154.25
PKG139605;SUR;1312154.25
PKG141241;CENTRO;1312154.25
PKG142481;SUR;1312154.25
PKG142693;NORTE;1312154.25
PKG143884;CENTRO;1312154.25
PKG144555;OESTE;1312154.25
PKG147678;ESTE;1312154.25
PKG148012;SUR;1312154.25
PKG149872;SUR;1312154.25
PKG149938;OESTE;1312154.25
PKG150419;NORTE;1312154.25
PKG152780;NORTE;1312154.25
PKG153243;CENTRO;1312154.25
PKG157537;SUR;1312154.25
PKG159421;NORTE;1312154.25
PKG159568;SUR;1312154.25
PKG160640;NORTE;1312154.25
PKG160682;NORTE;1312154.25
PKG160817;SUR;1312154.25
PKG161170;CENTRO;1312154.25
PKG164392;SUR;1312154.25
PKG165367;NORTE;1312154.25
PKG166056;OESTE;1312154.25
PKG166734;NORTE;1312154.25
PKG167681;SUR;1312154.25
PKG168439;CENTRO;1312154.25
PKG168860;SUR;1312154.25
PKG169429;SUR;1312154.25
PKG170022;NORTE;1312154.25
PKG171094;ESTE;1312154.25
PKG172318;OESTE;1312154.25
PKG174135;CENTRO;1312154.25
PKG175255;NORTE;1312154.25
PKG176199;ESTE;1312154.25
PKG179150;NORTE;1312154.25
PKG181166;CENTRO;1312154.25
PKG181897;ESTE;1312154.25
PKG182535;SUR;1312154.25
PKG183379;ESTE;1312154.25
PKG183708;SUR;1312154.25
PKG185641;CENTRO;1312154.25
PKG188259;SUR;1312154.25
PKG188392;CENTRO;1312154.25
PKG189937;NORTE;1312154.25
PKG190045;NORTE;1312154.25
PKG191627;NORTE;1312154.25
PKG195266;CENTRO;1312154.25
PKG195967;NORTE;1312154.25
PKG196752;CENTRO;1312154.25
PKG200456;SUR;1312154.25
PKG202098;SUR;1312154.25
PKG202340;NORTE;1312154.25
PKG203829;SUR;1312154.25
PKG206321;OESTE;1312154.25
PKG206671;SUR;1312154.25
PKG206949;NORTE;1312154.25
PKG210800;OESTE;1312154.25
PKG211027;CENTRO;1312154.25
PKG212441;ESTE;1312154.25
PKG213272;SUR;1312154.25
PKG215742;ESTE;1312154.25
PKG217621;ESTE;1312154.25
PKG221164;NORTE;1312154.25
PKG221582;SUR;1312154.25
PKG222109;NORTE;1312154.25
PKG222250;OESTE;1312154.25
PKG227365;ESTE;1312154.25
PKG227776;ESTE;1312154.25
PKG233643;SUR;1312154.25
PKG233858;NORTE;1312154.25
PKG234426;SUR;1312154.25
PKG234724;SUR;1312154.25
PKG235290;ESTE;1312154.25
PKG237513;NORTE;1312154.25
PKG238078;ESTE;1312154.25
PKG238226;CENTRO;1312154.25
PKG243503;SUR;1312154.25
PKG248125;NORTE;1312154.25
PKG250332;OESTE;1312154.25
PKG252474;NORTE;1312154.25
PKG253135;SUR;1312154.25
PKG253177;ESTE;1312154.25
PKG253226;ESTE;1312154.25
PKG253766;SUR;1312154.25
PKG258870;OESTE;1312154.25
PKG259600;SUR;1312154.25
PKG261300;SUR;1312154.25
PKG263037;ESTE;1312154.25
PKG263154;SUR;1312154.25
PKG263705;CENTRO;1312154.25
PKG265038;OESTE;1312154.25
PKG267626;SUR;1312154.25
PKG268632;OESTE;1312154.25
PKG269812;SUR;1312154.25
PKG271889;SUR;1312154.25
PKG272389;ESTE;1312154.25
PKG272464;SUR;1312154.25
PKG274145;NORTE;1312154.25
PKG274788;SUR;1312154.25
PKG276667;CENTRO;1312154.25
PKG276926;CENTRO;1312154.25
PKG277159;ESTE;1312154.25
PKG280069;SUR;1312154.25
PKG280542;CENTRO;1312154.25
PKG281499;NORTE;1312154.25
PKG281516;NORTE;1312154.25
PKG283545;CENTRO;1312154.25
PKG283565;CENTRO;1312154.25
PKG284416;NORTE;1312154.25
PKG285955;SUR;1312154.25
PKG293894;ESTE;1312154.25
PKG295082;SUR;1312154.25
PKG296229;NORTE;1312154.25
PKG296601;SUR;1312154.25
PKG297257;CENTRO;1312154.25
PKG299573;NORTE;1312154.25
PKG300333;SUR;1312154.25
PKG300699;ESTE;1312154.25
PKG301111;SUR;1312154.25
PKG301649;OESTE;1312154.25
PKG303446;NORTE;1312154.25
PKG303915;OESTE;1312154.25
PKG306942;SUR;1312154.25
PKG307967;ESTE;1312154.25
PKG308326;ESTE;1312154.25
PKG308748;SUR;1312154.25
PKG310015;NORTE;1312154.25
PKG313365;NORTE;1312154.25
PKG313663;SUR;1312154.25
PKG315203;CENTRO;1312154.25
PKG316597;ESTE;1312154.25
PKG316695;OESTE;1312154.25
PKG319740;SUR;1312154.25
PKG320059;SUR;1312154.25
PKG320805;SUR;1312154.25
PKG321096;CENTRO;1312154.25
PKG321897;NORTE;1312154.25
PKG322682;CENTRO;1312154.25
PKG323358;NORTE;1312154.25
PKG324008;ESTE;1312154.25
PKG324777;ESTE;1312154.25
PKG327433;CENTRO;1312154.25
PKG328232;SUR;1312154.25
PKG329423;CENTRO;1312154.25
PKG329495;SUR;1312154.25
PKG330034;CENTRO;1312154.25
PKG330130;NORTE;1312154.25
PKG334331;CENTRO;1312154.25
PKG336782;NORTE;1312154.25
PKG339897;CENTRO;1312154.25
PKG340099;NORTE;1312154.25
PKG340240;CENTRO;1312154.25
PKG341567;SUR;1312154.25
PKG344551;OESTE;1312154.25
PKG347088;NORTE;1312154.25
PKG347804;ESTE;1312154.25
PKG348060;NORTE;1312154.25
PKG350549;OESTE;1312154.25
PKG350554;SUR;1312154.25
PKG353628;NORTE;1312154.25
PKG355629;NORTE;1312154.25
PKG356129;ESTE;1312154.25
PKG356583;NORTE;1312154.25
PKG358326;NORTE;1312154.25
PKG358859;SUR;1312154.25
PKG358870;SUR;1312154.25
PKG359651;NORTE;1312154.25
PKG362103;CENTRO;1312154.25
PKG363102;NORTE;1312154.25
PKG363245;ESTE;1312154.25
PKG364859;CENTRO;1312154.25
PKG366155;ESTE;1312154.25
PKG371899;OESTE;1312154.25
PKG372598;SUR;1312154.25
PKG372883;CENTRO;1312154.25
PKG373207;NORTE;1312154.25
PKG375687;SUR;1312154.25
PKG376205;OESTE;1312154.25
PKG376978;OESTE;1312154.25
PKG379897;NORTE;1312154.25
PKG382096;SUR;1312154.25
PKG383971;CENTRO;1312154.25
PKG387661;SUR;1312154.25
PKG389995;SUR;1312154.25
PKG391530;SUR;1312154.25
PKG391627;NORTE;1312154.25
PKG393056;CENTRO;1312154.25
PKG394482;SUR;1312154.25
PKG396740;SUR;1312154.25
PKG399845;NORTE;1312154.25
PKG401277;CENTRO;1312154.25
PKG403242;OESTE;1312154.25
PKG404964;NORTE;1312154.25
PKG405695;OESTE;1312154.25
PKG406378;NORTE;1312154.25
PKG408570;SUR;1312154.25
PKG409437;SUR;1312154.25
PKG412718;ESTE;1312154.25
PKG416627;CENTRO;1312154.25
PKG417253;ESTE;1312154.25
PKG418596;NORTE;1312154.25
PKG419001;CENTRO;1312154.25
PKG420669;NORTE;1312154.25
PKG421764;NORTE;1312154.25
PKG423990;SUR;1312154.25
PKG424556;SUR;1312154.25
PKG425032;NORTE;1312154.25
PKG425267;NORTE;1312154.25
PKG425490;NORTE;1312154.25
PKG426341;NORTE;1312154.25
PKG426862;OESTE;1312154.25
PKG427939;SUR;1312154.25
PKG427968;SUR;1312154.25
PKG431693;NORTE;1312154.25
PKG432345;SUR;1312154.25
PKG432436;SUR;1312154.25
PKG433185;NORTE;1312154.25
PKG433990;SUR;1312154.25
PKG434323;SUR;1312154.25
PKG434406;ESTE;1312154.25
PKG435100;OESTE;1312154.25
PKG436617;OESTE;1312154.25
PKG437561;ESTE;1312154.25
PKG443446;NORTE;1312154.25
PKG443509;NORTE;1312154.25
PKG444329;NORTE;1312154.25
PKG446150;CENTRO;1312154.25
PKG447184;ESTE;1312154.25
